DateTime,tmp
2014-06-13T14:03:00Z,14.02
2014-06-13T16:03:00Z,13.15
2014-06-13T18:03:00Z,9.38
2014-06-13T20:03:00Z,5.945
2014-06-13T22:03:00Z,4.426
2014-06-14T00:03:00Z,2.123
2014-06-14T02:03:00Z,1.124
2014-06-14T04:03:00Z,-0.4839
2014-06-14T06:03:00Z,-0.7279
2014-06-14T08:03:00Z,1.203
2014-06-14T10:03:00Z,4.055
2014-06-14T12:03:00Z,7.387
2014-06-14T14:03:00Z,8.56
2014-06-14T16:03:00Z,8.12
2014-06-14T18:03:00Z,6.344
2014-06-14T20:03:00Z,4.663
2014-06-14T22:03:00Z,3.49
2014-06-15T00:03:00Z,2.688
2014-06-15T02:03:00Z,2.747
2014-06-15T04:03:00Z,1.572
2014-06-15T06:03:00Z,4.072
2014-06-15T08:03:00Z,6.605
2014-06-15T10:03:00Z,8.01
2014-06-15T12:03:00Z,8.99
2014-06-15T14:03:00Z,9.76
2014-06-15T16:03:00Z,10.89
2014-06-15T18:03:00Z,9.67
2014-06-15T20:03:00Z,6.54
2014-06-15T22:03:00Z,5.609
2014-06-16T00:03:00Z,4.717
2014-06-16T02:03:00Z,3.17
2014-06-16T04:03:00Z,2.928
2014-06-16T06:03:00Z,2.668
2014-06-16T08:03:00Z,4.097
2014-06-16T10:03:00Z,7.009
2014-06-16T12:03:00Z,6.361
2014-06-16T14:03:00Z,7.178
2014-06-16T16:03:00Z,7
2014-06-16T18:03:00Z,7.347
2014-06-16T20:03:00Z,6.464
2014-06-16T22:03:00Z,4.025
2014-06-17T00:03:00Z,1.646
2014-06-17T02:03:00Z,0.986
2014-06-17T04:03:00Z,-0.05399
2014-06-17T06:03:00Z,0.623
2014-06-17T08:03:00Z,1.334
2014-06-17T10:03:00Z,-0.04899
2014-06-17T12:03:00Z,-1.848
2014-06-17T14:03:00Z,-3.371
2014-06-17T16:03:00Z,1.131
2014-06-17T18:03:00Z,0.955
2014-06-17T20:03:00Z,-3.291
2014-06-17T22:03:00Z,-2.655
2014-06-18T00:03:00Z,-4.662
2014-06-18T02:03:00Z,-5.219
2014-06-18T04:03:00Z,-5.818
2014-06-18T06:03:00Z,-4.574
2014-06-18T08:03:00Z,-0.7129
2014-06-18T10:03:00Z,1.824
2014-06-18T12:03:00Z,4.614
2014-06-18T14:03:00Z,6.586
2014-06-18T16:03:00Z,7.487
2014-06-18T18:03:00Z,6.206
2014-06-18T20:03:00Z,2.565
2014-06-18T22:03:00Z,1.186
2014-06-19T00:03:00Z,1.807
2014-06-19T02:03:00Z,1.883
2014-06-19T04:03:00Z,2.474
2014-06-19T06:03:00Z,4.51
2014-06-19T08:03:00Z,5.779
2014-06-19T10:03:00Z,8.27
2014-06-19T12:03:00Z,11.5
2014-06-19T14:03:00Z,12.74
2014-06-19T16:03:00Z,13.43
2014-06-19T18:03:00Z,11.68
2014-06-19T20:03:00Z,9.13
2014-06-19T22:03:00Z,8.11
2014-06-20T00:03:00Z,7.597
2014-06-20T02:03:00Z,7.048
2014-06-20T04:03:00Z,6.975
2014-06-20T06:03:00Z,8.41
2014-06-20T08:03:00Z,9.19
2014-06-20T10:03:00Z,13.14
2014-06-20T12:03:00Z,15.19
2014-06-20T14:03:00Z,14.66
2014-06-20T16:03:00Z,14.56
2014-06-20T18:03:00Z,12.17
2014-06-20T20:03:00Z,10.89
2014-06-20T22:03:00Z,9.43
2014-06-21T00:03:00Z,8.32
2014-06-21T02:03:00Z,7.512
2014-06-21T04:03:00Z,7.982
2014-06-21T06:03:00Z,8.56
2014-06-21T08:03:00Z,10.64
2014-06-21T10:03:00Z,12.09
2014-06-21T12:03:00Z,14.89
2014-06-21T14:03:00Z,15.37
2014-06-21T16:03:00Z,14.51
2014-06-21T18:03:00Z,11.97
2014-06-21T20:03:00Z,10.5
2014-06-21T22:03:00Z,9.95
2014-06-22T00:03:00Z,9.03
2014-06-22T02:03:00Z,8.16
2014-06-22T04:03:00Z,8.28
2014-06-22T06:03:00Z,10.06
2014-06-22T08:03:00Z,11.63
2014-06-22T10:03:00Z,14.55
2014-06-22T12:03:00Z,14.25
2014-06-22T14:03:00Z,15.02
2014-06-22T16:03:00Z,15.97
2014-06-22T18:03:00Z,13.77
2014-06-22T20:03:00Z,11.25
2014-06-22T22:03:00Z,9.73
2014-06-23T00:03:00Z,8.6
2014-06-23T02:03:00Z,7.971
2014-06-23T04:03:00Z,6.542
2014-06-23T06:03:00Z,10.4
2014-06-23T08:03:00Z,12.38
2014-06-23T10:03:00Z,13.87
2014-06-23T12:03:00Z,17.19
2014-06-23T14:03:00Z,17.28
2014-06-23T16:03:00Z,16.19
2014-06-23T18:03:00Z,15.73
2014-06-23T20:03:00Z,12.72
2014-06-23T22:03:00Z,10.8
2014-06-24T00:03:00Z,9.87
2014-06-24T02:03:00Z,10.01
2014-06-24T04:03:00Z,9.06
2014-06-24T06:03:00Z,9.83
2014-06-24T08:03:00Z,12.8
2014-06-24T10:03:00Z,14.58
2014-06-24T12:03:00Z,17.78
2014-06-24T14:03:00Z,17.85
2014-06-24T16:03:00Z,15.94
2014-06-24T18:03:00Z,14.06
2014-06-24T20:03:00Z,12.05
2014-06-24T22:03:00Z,10.57
2014-06-25T00:03:00Z,9.36
2014-06-25T02:03:00Z,8.26
2014-06-25T04:03:00Z,8.78
2014-06-25T06:03:00Z,10.26
2014-06-25T08:03:00Z,11.85
2014-06-25T10:03:00Z,14.22
2014-06-25T12:03:00Z,18.16
2014-06-25T14:03:00Z,16.69
2014-06-25T16:03:00Z,16.7
2014-06-25T18:03:00Z,14.66
2014-06-25T20:03:00Z,12.18
2014-06-25T22:03:00Z,10.93
2014-06-26T00:03:00Z,9.3
2014-06-26T02:03:00Z,8.55
2014-06-26T04:03:00Z,7.926
2014-06-26T06:03:00Z,7.835
2014-06-26T08:03:00Z,8.71
2014-06-26T10:03:00Z,11.24
2014-06-26T12:03:00Z,6.638
2014-06-26T14:03:00Z,4.098
2014-06-26T16:03:00Z,5.681
2014-06-26T18:03:00Z,4.181
2014-06-26T20:03:00Z,4.516
2014-06-26T22:03:00Z,3.749
2014-06-27T00:03:00Z,3.266
2014-06-27T02:03:00Z,2.524
2014-06-27T04:03:00Z,2.108
2014-06-27T06:03:00Z,2.403
2014-06-27T08:03:00Z,3.984
2014-06-27T10:03:00Z,7.079
2014-06-27T12:03:00Z,8.6
2014-06-27T14:03:00Z,9.81
2014-06-27T16:03:00Z,10.14
2014-06-27T18:03:00Z,9.45
2014-06-27T20:03:00Z,7.508
2014-06-27T22:03:00Z,6.746
2014-06-28T00:03:00Z,6.474
2014-06-28T02:03:00Z,5.758
2014-06-28T04:03:00Z,5.096
2014-06-28T06:03:00Z,5.997
2014-06-28T08:03:00Z,8.94
2014-06-28T10:03:00Z,11.86
2014-06-28T12:03:00Z,15
2014-06-28T14:03:00Z,15.72
2014-06-28T16:03:00Z,16.31
2014-06-28T18:03:00Z,14.86
2014-06-28T20:03:00Z,12.64
2014-06-28T22:03:00Z,11.76
2014-06-29T00:03:00Z,12.01
2014-06-29T02:03:00Z,10.22
2014-06-29T04:03:00Z,9.47
2014-06-29T06:03:00Z,9.91
2014-06-29T08:03:00Z,13.03
2014-06-29T10:03:00Z,15.41
2014-06-29T12:03:00Z,18.38
2014-06-29T14:03:00Z,19.52
2014-06-29T16:03:00Z,18.69
2014-06-29T18:03:00Z,17.81
2014-06-29T20:03:00Z,15.46
2014-06-29T22:03:00Z,13.74
2014-06-30T00:03:00Z,12.58
2014-06-30T02:03:00Z,10.26
2014-06-30T04:03:00Z,9.99
2014-06-30T06:03:00Z,10.8
2014-06-30T08:03:00Z,13.92
2014-06-30T10:03:00Z,14.94
2014-06-30T12:03:00Z,17.37
2014-06-30T14:03:00Z,18.27
2014-06-30T16:03:00Z,18.45
2014-06-30T18:03:00Z,16.33
2014-06-30T20:03:00Z,11.17
2014-06-30T22:03:00Z,11.99
2014-07-01T00:03:00Z,10.6
2014-07-01T02:03:00Z,9.16
2014-07-01T04:03:00Z,8.78
2014-07-01T06:03:00Z,11.69
2014-07-01T08:03:00Z,14.26
2014-07-01T10:03:00Z,16.25
2014-07-01T12:03:00Z,18.53
2014-07-01T14:03:00Z,19.26
2014-07-01T16:03:00Z,18.91
2014-07-01T18:03:00Z,15.69
2014-07-01T20:03:00Z,14.62
2014-07-01T22:03:00Z,13.83
2014-07-02T00:03:00Z,12.17
2014-07-02T02:03:00Z,11.44
2014-07-02T04:03:00Z,11.09
2014-07-02T06:03:00Z,12.2
2014-07-02T08:03:00Z,15.51
2014-07-02T10:03:00Z,18.56
2014-07-02T12:03:00Z,18.61
2014-07-02T14:03:00Z,15.48
2014-07-02T16:03:00Z,14.89
2014-07-02T18:03:00Z,14.17
2014-07-02T20:03:00Z,12.96
2014-07-02T22:03:00Z,11.75
2014-07-03T00:03:00Z,11.42
2014-07-03T02:03:00Z,10.47
2014-07-03T04:03:00Z,9.89
2014-07-03T06:03:00Z,11.35
2014-07-03T08:03:00Z,14.11
2014-07-03T10:03:00Z,17.06
2014-07-03T12:03:00Z,18.63
2014-07-03T14:03:00Z,18.89
2014-07-03T16:03:00Z,18.64
2014-07-03T18:03:00Z,15.66
2014-07-03T20:03:00Z,14.43
2014-07-03T22:03:00Z,12.61
2014-07-04T00:03:00Z,11.62
2014-07-04T02:03:00Z,10.87
2014-07-04T04:03:00Z,10.26
2014-07-04T06:03:00Z,10.58
2014-07-04T08:03:00Z,13.12
2014-07-04T10:03:00Z,15.87
2014-07-04T12:03:00Z,17.97
2014-07-04T14:03:00Z,18.64
2014-07-04T16:03:00Z,18.16
2014-07-04T18:03:00Z,16.29
2014-07-04T20:03:00Z,13.6
2014-07-04T22:03:00Z,12.43
2014-07-05T00:03:00Z,10.23
2014-07-05T02:03:00Z,9.43
2014-07-05T04:03:00Z,10.23
2014-07-05T06:03:00Z,10.33
2014-07-05T08:03:00Z,14.3
2014-07-05T10:03:00Z,15.96
2014-07-05T12:03:00Z,13.08
2014-07-05T14:03:00Z,16.52
2014-07-05T16:03:00Z,16.58
2014-07-05T18:03:00Z,15.37
2014-07-05T20:03:00Z,12.22
2014-07-05T22:03:00Z,11.97
2014-07-06T00:03:00Z,11.16
2014-07-06T02:03:00Z,11.37
2014-07-06T04:03:00Z,11.36
2014-07-06T06:03:00Z,13.41
2014-07-06T08:03:00Z,15.05
2014-07-06T10:03:00Z,17.18
2014-07-06T12:03:00Z,18.97
2014-07-06T14:03:00Z,18.92
2014-07-06T16:03:00Z,15.56
2014-07-06T18:03:00Z,14.73
2014-07-06T20:03:00Z,13.42
2014-07-06T22:03:00Z,13.73
2014-07-07T00:03:00Z,13.66
2014-07-07T02:03:00Z,12.99
2014-07-07T04:03:00Z,12.41
2014-07-07T06:03:00Z,12.76
2014-07-07T08:03:00Z,15.79
2014-07-07T10:03:00Z,17.2
2014-07-07T12:03:00Z,15
2014-07-07T14:03:00Z,18.16
2014-07-07T16:03:00Z,17.95
2014-07-07T18:03:00Z,14.06
2014-07-07T20:03:00Z,14.04
2014-07-07T22:03:00Z,13.43
2014-07-08T00:03:00Z,14.22
2014-07-08T02:03:00Z,13.31
2014-07-08T04:03:00Z,13.02
2014-07-08T06:03:00Z,13.29
2014-07-08T08:03:00Z,14.47
2014-07-08T10:03:00Z,16.9
2014-07-08T12:03:00Z,16.04
2014-07-08T14:03:00Z,16.73
2014-07-08T16:03:00Z,13.84
2014-07-08T18:03:00Z,11.09
2014-07-08T20:03:00Z,11.56
2014-07-08T22:03:00Z,12.77
2014-07-09T00:03:00Z,10.78
2014-07-09T02:03:00Z,9.58
2014-07-09T04:03:00Z,8.65
2014-07-09T06:03:00Z,9.46
2014-07-09T08:03:00Z,12.22
2014-07-09T10:03:00Z,13.84
2014-07-09T12:03:00Z,15.76
2014-07-09T14:03:00Z,15.58
2014-07-09T16:03:00Z,14.2
2014-07-09T18:03:00Z,10.1
2014-07-09T20:03:00Z,10.36
2014-07-09T22:03:00Z,9.34
2014-07-10T00:03:00Z,9.45
2014-07-10T02:03:00Z,9.01
2014-07-10T04:03:00Z,9.5
2014-07-10T06:03:00Z,9.81
2014-07-10T08:03:00Z,11.65
2014-07-10T10:03:00Z,15.08
2014-07-10T12:03:00Z,12.73
2014-07-10T14:03:00Z,11.45
2014-07-10T16:03:00Z,10.51
2014-07-10T18:03:00Z,9.04
2014-07-10T20:03:00Z,8.82
2014-07-10T22:03:00Z,9.16
2014-07-11T00:03:00Z,8.42
2014-07-11T02:03:00Z,8.5
2014-07-11T04:03:00Z,8.65
2014-07-11T06:03:00Z,9.16
2014-07-11T08:03:00Z,10.16
2014-07-11T10:03:00Z,11.32
2014-07-11T12:03:00Z,11.09
2014-07-11T14:03:00Z,14.48
2014-07-11T16:03:00Z,13.32
2014-07-11T18:03:00Z,12.68
2014-07-11T20:03:00Z,11.16
2014-07-11T22:03:00Z,10.54
2014-07-12T00:03:00Z,10.34
2014-07-12T02:03:00Z,8.9
2014-07-12T04:03:00Z,8.47
2014-07-12T06:03:00Z,10.88
2014-07-12T08:03:00Z,12.36
2014-07-12T10:03:00Z,15.11
2014-07-12T12:03:00Z,16.99
2014-07-12T14:03:00Z,16.7
2014-07-12T16:03:00Z,16.02
2014-07-12T18:03:00Z,15.08
2014-07-12T20:03:00Z,14.52
2014-07-12T22:03:00Z,13.24
2014-07-13T00:03:00Z,12.76
2014-07-13T02:03:00Z,11.53
2014-07-13T04:03:00Z,11.11
2014-07-13T06:03:00Z,13.6
2014-07-13T08:03:00Z,15.94
2014-07-13T10:03:00Z,19.65
2014-07-13T12:03:00Z,18.55
2014-07-13T14:03:00Z,20.32
2014-07-13T16:03:00Z,19.04
2014-07-13T18:03:00Z,17.28
2014-07-13T20:03:00Z,15.34
2014-07-13T22:03:00Z,14.58
2014-07-14T00:03:00Z,14.23
2014-07-14T02:03:00Z,12.66
2014-07-14T04:03:00Z,13.09
2014-07-14T06:03:00Z,15.12
2014-07-14T08:03:00Z,16.13
2014-07-14T10:03:00Z,18.51
2014-07-14T12:03:00Z,19.55
2014-07-14T14:03:00Z,21
2014-07-14T16:03:00Z,21.64
2014-07-14T18:03:00Z,13.48
2014-07-14T20:03:00Z,11.22
2014-07-14T22:03:00Z,9.21
2014-07-15T00:03:00Z,9.42
2014-07-15T02:03:00Z,12.14
2014-07-15T04:03:00Z,11.95
2014-07-15T06:03:00Z,11.8
2014-07-15T08:03:00Z,13.84
2014-07-15T10:03:00Z,16.26
2014-07-15T12:03:00Z,18.45
2014-07-15T14:03:00Z,17.93
2014-07-15T16:03:00Z,13.55
2014-07-15T18:03:00Z,9.64
2014-07-15T20:03:00Z,9.15
2014-07-15T22:03:00Z,10.75
2014-07-16T00:03:00Z,10.52
2014-07-16T02:03:00Z,10.06
2014-07-16T04:03:00Z,8.68
2014-07-16T06:03:00Z,11.04
2014-07-16T08:03:00Z,14.85
2014-07-16T10:03:00Z,15.4
2014-07-16T12:03:00Z,16.62
2014-07-16T14:03:00Z,16.22
2014-07-16T16:03:00Z,17
2014-07-16T18:03:00Z,14.86
2014-07-16T20:03:00Z,13.31
2014-07-16T22:03:00Z,11.29
2014-07-17T00:03:00Z,11
2014-07-17T02:03:00Z,9.46
2014-07-17T04:03:00Z,9.67
2014-07-17T06:03:00Z,11.18
2014-07-17T08:03:00Z,14.35
2014-07-17T10:03:00Z,15.95
2014-07-17T12:03:00Z,19.11
2014-07-17T14:03:00Z,17.93
2014-07-17T16:03:00Z,17.44
2014-07-17T18:03:00Z,15.63
2014-07-17T20:03:00Z,14.45
2014-07-17T22:03:00Z,13.18
2014-07-18T00:03:00Z,13.16
2014-07-18T02:03:00Z,12.08
2014-07-18T04:03:00Z,12.01
2014-07-18T06:03:00Z,12.05
2014-07-18T08:03:00Z,9.51
2014-07-18T10:03:00Z,11.03
2014-07-18T12:03:00Z,15.88
2014-07-18T14:03:00Z,15.48
2014-07-18T16:03:00Z,10.68
2014-07-18T18:03:00Z,12.99
2014-07-18T20:03:00Z,12
2014-07-18T22:03:00Z,12.82
2014-07-19T00:03:00Z,11.19
2014-07-19T02:03:00Z,10.32
2014-07-19T04:03:00Z,10.06
2014-07-19T06:03:00Z,11.58
2014-07-19T08:03:00Z,14.7
2014-07-19T10:03:00Z,16.47
2014-07-19T12:03:00Z,19.56
2014-07-19T14:03:00Z,15.56
2014-07-19T16:03:00Z,15.75
2014-07-19T18:03:00Z,13.92
2014-07-19T20:03:00Z,12.87
2014-07-19T22:03:00Z,11.02
2014-07-20T00:03:00Z,10.83
2014-07-20T02:03:00Z,10.53
2014-07-20T04:03:00Z,9.95
2014-07-20T06:03:00Z,9.21
2014-07-20T08:03:00Z,12.09
2014-07-20T10:03:00Z,14.2
2014-07-20T12:03:00Z,13.99
2014-07-20T14:03:00Z,16.23
2014-07-20T16:03:00Z,14.8
2014-07-20T18:03:00Z,13.63
2014-07-20T20:03:00Z,11.28
2014-07-20T22:03:00Z,10.19
2014-07-21T00:03:00Z,8.77
2014-07-21T02:03:00Z,7.88
2014-07-21T04:03:00Z,7.062
2014-07-21T06:03:00Z,6.986
2014-07-21T08:03:00Z,9.24
2014-07-21T10:03:00Z,12.54
2014-07-21T12:03:00Z,14.94
2014-07-21T14:03:00Z,16.24
2014-07-21T16:03:00Z,15.84
2014-07-21T18:03:00Z,14.24
2014-07-21T20:03:00Z,11.55
2014-07-21T22:03:00Z,10.53
2014-07-22T00:03:00Z,9.6
2014-07-22T02:03:00Z,9.03
2014-07-22T04:03:00Z,8.38
2014-07-22T06:03:00Z,9.78
2014-07-22T08:03:00Z,13.07
2014-07-22T10:03:00Z,15.52
2014-07-22T12:03:00Z,19.67
2014-07-22T14:03:00Z,19.43
2014-07-22T16:03:00Z,18.98
2014-07-22T18:03:00Z,16.65
2014-07-22T20:03:00Z,13.67
2014-07-22T22:03:00Z,12.77
2014-07-23T00:03:00Z,12.16
2014-07-23T02:03:00Z,11.34
2014-07-23T04:03:00Z,11.8
2014-07-23T06:03:00Z,12.16
2014-07-23T08:03:00Z,14.59
2014-07-23T10:03:00Z,17.42
2014-07-23T12:03:00Z,19.9
2014-07-23T14:03:00Z,20.69
2014-07-23T16:03:00Z,20.27
2014-07-23T18:03:00Z,18.35
2014-07-23T20:03:00Z,15.59
2014-07-23T22:03:00Z,14.39
2014-07-24T00:03:00Z,13.68
2014-07-24T02:03:00Z,13.05
2014-07-24T04:03:00Z,12.15
2014-07-24T06:03:00Z,12.37
2014-07-24T08:03:00Z,14.72
2014-07-24T10:03:00Z,17.75
2014-07-24T12:03:00Z,20.39
2014-07-24T14:03:00Z,20.17
2014-07-24T16:03:00Z,20.53
2014-07-24T18:03:00Z,16.87
2014-07-24T20:03:00Z,14.91
2014-07-24T22:03:00Z,14.25
2014-07-25T00:03:00Z,13.27
2014-07-25T02:03:00Z,11.95
2014-07-25T04:03:00Z,11.58
2014-07-25T06:03:00Z,11.25
2014-07-25T08:03:00Z,13.96
2014-07-25T10:03:00Z,16.78
2014-07-25T12:03:00Z,17.83
2014-07-25T14:03:00Z,20.22
2014-07-25T16:03:00Z,18.73
2014-07-25T18:03:00Z,15.97
2014-07-25T20:03:00Z,12.93
2014-07-25T22:03:00Z,11.86
2014-07-26T00:03:00Z,11.37
2014-07-26T02:03:00Z,10.37
2014-07-26T04:03:00Z,10.21
2014-07-26T06:03:00Z,10.8
2014-07-26T08:03:00Z,13.3
2014-07-26T10:03:00Z,16.6
2014-07-26T12:03:00Z,18.65
2014-07-26T14:03:00Z,17.58
2014-07-26T16:03:00Z,14.33
2014-07-26T18:03:00Z,13.49
2014-07-26T20:03:00Z,13.99
2014-07-26T22:03:00Z,12.87
2014-07-27T00:03:00Z,12.96
2014-07-27T02:03:00Z,11.53
2014-07-27T04:03:00Z,11.18
2014-07-27T06:03:00Z,12.36
2014-07-27T08:03:00Z,14.41
2014-07-27T10:03:00Z,15.62
2014-07-27T12:03:00Z,16.48
2014-07-27T14:03:00Z,14.09
2014-07-27T16:03:00Z,9.28
2014-07-27T18:03:00Z,11.3
2014-07-27T20:03:00Z,10.14
2014-07-27T22:03:00Z,10.67
2014-07-28T00:03:00Z,9.41
2014-07-28T02:03:00Z,9.96
2014-07-28T04:03:00Z,8.94
2014-07-28T06:03:00Z,9.93
2014-07-28T08:03:00Z,11.36
2014-07-28T10:03:00Z,9.51
2014-07-28T12:03:00Z,8.88
2014-07-28T14:03:00Z,11.29
2014-07-28T16:03:00Z,10.65
2014-07-28T18:03:00Z,8.82
2014-07-28T20:03:00Z,9.03
2014-07-28T22:03:00Z,8.26
2014-07-29T00:03:00Z,8.08
2014-07-29T02:03:00Z,7.222
2014-07-29T04:03:00Z,7.271
2014-07-29T06:03:00Z,7.915
2014-07-29T08:03:00Z,8.97
2014-07-29T10:03:00Z,7.926
2014-07-29T12:03:00Z,8.43
2014-07-29T14:03:00Z,11.03
2014-07-29T16:03:00Z,12.18
2014-07-29T18:03:00Z,11.55
2014-07-29T20:03:00Z,8.7
2014-07-29T22:03:00Z,9.59
2014-07-30T00:03:00Z,7.306
2014-07-30T02:03:00Z,7.328
2014-07-30T04:03:00Z,5.978
2014-07-30T06:03:00Z,8.56
2014-07-30T08:03:00Z,10.9
2014-07-30T10:03:00Z,9.81
2014-07-30T12:03:00Z,12.87
2014-07-30T14:03:00Z,14.36
2014-07-30T16:03:00Z,13.13
2014-07-30T18:03:00Z,11.57
2014-07-30T20:03:00Z,10.26
2014-07-30T22:03:00Z,9.2
2014-07-31T00:03:00Z,8.62
2014-07-31T02:03:00Z,7.843
2014-07-31T04:03:00Z,9.03
2014-07-31T06:03:00Z,9.42
2014-07-31T08:03:00Z,12.28
2014-07-31T10:03:00Z,13.38
2014-07-31T12:03:00Z,8.76
2014-07-31T14:03:00Z,13.55
2014-07-31T16:03:00Z,9.54
2014-07-31T18:03:00Z,8.14
2014-07-31T20:03:00Z,8.34
2014-07-31T22:03:00Z,9.74
2014-08-01T00:03:00Z,8.22
2014-08-01T02:03:00Z,7.403
2014-08-01T04:03:00Z,6.618
