Year,Proxy,ObsMAF
1893,-0.993845844,NA
1894,-0.666722758,NA
1895,0.399882794,NA
1896,-1.592803606,NA
1897,0.70857641,NA
1898,0.351505437,NA
1899,-0.821069566,NA
1900,-0.878661659,NA
1901,-1.039919518,NA
1902,-2.394485533,NA
1903,0.167210741,NA
1904,-0.588397513,NA
1905,0.632554848,NA
1906,0.955070566,18.08
1907,0.807634809,21.45
1908,-0.498553848,12.29
1909,0.913604259,22
1910,0.445956468,14.84
1911,0.462082254,14.98
1912,1.153187364,19.08
1913,-0.277400213,14.47
1914,1.210779457,21.07
1915,0.452867519,14.14
1916,1.026484761,19.19
1917,2.005550333,23.85
1918,-0.169127079,15.75
1919,-0.323473887,12.95
1920,1.425022041,21.93
1921,2.076964528,22.7
1922,0.494333826,18.67
1923,0.482815408,18.34
1924,0.344594386,14.64
1925,-0.945468486,13.41
1926,0.754650084,16.11
1927,0.87674532,18.55
1928,0.867530585,17.58
1929,0.319253865,21.41
1930,0.12344075,15.28
1931,-0.482428063,8.63
1932,0.706272726,17.55
1933,-0.305044418,12.13
1934,-2.113436122,6.63
1935,-0.205986019,12.28
1936,-0.560753308,14.49
1937,0.22249915,14.16
1938,1.028788444,17.92
1939,0.181032843,11.72
1940,-0.270489162,9.38
1941,1.392770469,18.32
1942,1.752145126,19.43
1943,0.091189179,13.62
1944,-0.434050705,15.51
1945,-1.085993192,13.91
1946,-1.525996778,11.06
1947,0.35380912,15.92
1948,0.687843257,15.88
1949,1.093291588,16.66
1950,-0.67363381,13.32
1951,-1.261073153,12.49
1952,0.902085841,20.9
1953,-0.581486462,11.2
1954,-2.184850316,8.37
1955,0.273180191,9.8
1956,-0.579182778,11.51
1957,1.033395812,20.16
1958,0.632554848,16.9
1959,-1.883067752,9.23
1960,-0.36263651,11.97
1961,-0.954683221,9.25
1962,0.676324838,17.77
1963,-0.963897956,9.26
1964,-0.482428063,10.8
1965,1.192349987,18.87
1966,0.07967076,11.62
1967,-0.526198053,11.81
1968,-0.489339114,13.51
1969,0.542711184,14.85
1970,0.439045417,15.34
1971,-0.625256452,15.12
1972,-0.811854832,12.41
1973,1.609316737,19.2
1974,0.399882794,13.32
1975,0.289305977,16.79
1976,-1.228821581,11.29
1977,-3.140879052,5.52
1978,0.858315851,14.97
1979,1.482614133,17.88
1980,0.392971743,17.53
1981,-1.360131552,8.79
1982,0.872137953,16.72
1983,2.500842328,24.45
1984,1.894973515,25.23
1985,1.982513496,21.36
1986,2.035498221,22.46
1987,0.667110104,16.93
1988,-0.544627522,11.8
1989,-0.599915931,10.14
1990,-1.694165688,9.33
1991,0.194854945,12.2
1992,0.178729159,10.97
1993,1.203868406,18.11
1994,-0.860232189,10.68
1995,0.763864819,20.04
1996,0.250143354,14.56
1997,0.448260152,21.03
1998,0.773079554,17.2
1999,0.215588098,16.57
2000,-1.127459498,11.13
2001,-1.258769469,10.98
2002,-2.894384896,6.21
2003,-0.019387639,10.38
2004,-0.07006868,9.33
